"Story","Title","Result","Date","Stability","Duration (s)"
"Test Management Feature","Open Rename Existing Test Names page","ERROR","2023-03-16T16:17:43.262Z[Etc/UTC]","0.0","119.49"
"Test Management Feature","User rejects the testName updates","ERROR","2023-03-16T16:19:42.78Z[Etc/UTC]","0.0","59.45"
"Test Management Feature","User cancels the testName updates","ERROR","2023-03-16T16:20:42.258Z[Etc/UTC]","0.0","59.78"
