"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Test","SUCCESS","2023-07-24T09:05:05.538Z[Etc/UTC]","0.0","15.9"
"WorkPlan Feature","Work plan by Panel","SUCCESS","2023-07-24T09:05:21.482Z[Etc/UTC]","0.0","12.36"
"WorkPlan Feature","Work plan by Unit","SUCCESS","2023-07-24T09:05:33.882Z[Etc/UTC]","0.0","10.18"
"WorkPlan Feature","Verification","SUCCESS","2023-07-24T09:05:44.105Z[Etc/UTC]","0.0","67.15"
