"Story","Title","Result","Date","Stability","Duration (s)"
"Test Management Feature","Open Rename Existing Test Names page","ERROR","2023-03-16T18:12:45.854Z[Etc/UTC]","0.0","119.15"
"Test Management Feature","User rejects the testName updates","ERROR","2023-03-16T18:14:45.042Z[Etc/UTC]","0.0","59.19"
"Test Management Feature","User cancels the testName updates","ERROR","2023-03-16T18:15:44.274Z[Etc/UTC]","0.0","59.57"
