"Story","Title","Result","Date","Stability","Duration (s)"
"Add Batch Orders Feature","Add Batch Orders action","SUCCESS","2023-07-17T15:23:21.672Z[Etc/UTC]","0.0","24.32"
"Add Batch Orders Feature","Batch Order Entry Screen","SUCCESS","2023-07-17T15:23:46.041Z[Etc/UTC]","0.0","14.42"
