"Story","Title","Result","Date","Stability","Duration (s)"
"Add Batch Orders Feature","Add Batch Orders action","SUCCESS","2023-07-24T09:51:57.024Z[Etc/UTC]","0.0","23.47"
"Add Batch Orders Feature","Batch Order Entry Screen","FAILURE","2023-07-24T09:52:20.536Z[Etc/UTC]","0.0","12.05"
