"Story","Title","Result","Date","Stability","Duration (s)"
"Validation","Validation","FAILURE","2023-03-16T22:47:59.82Z[Etc/UTC]","0.0","69.87"
"Validation","Overall Page","FAILURE","2023-03-16T22:49:09.723Z[Etc/UTC]","0.0","14.87"
