"Story","Title","Result","Date","Stability","Duration (s)"
"Add Batch Orders Feature","Add Batch Orders action","SUCCESS","2023-03-17T00:00:55.558Z[Etc/UTC]","0.0","24.36"
"Add Batch Orders Feature","Batch Order Entry Screen","SUCCESS","2023-03-17T00:01:19.952Z[Etc/UTC]","0.0","15.09"
