"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Test","SUCCESS","2023-02-23T14:07:29.71Z[Etc/UTC]","0.0","15.89"
"WorkPlan Feature","Work plan by Unit","SUCCESS","2023-02-23T14:07:56.97Z[Etc/UTC]","0.0","10.09"
