"Story","Title","Result","Date","Stability","Duration (s)"
"Add Batch Orders Feature","Add Batch Orders action","SUCCESS","2023-03-17T00:14:22.901Z[Etc/UTC]","0.0","24.68"
"Add Batch Orders Feature","Batch Order Entry Screen","SUCCESS","2023-03-17T00:14:47.635Z[Etc/UTC]","0.0","15.67"
