"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Test","SUCCESS","2023-03-16T23:22:52.342Z[Etc/UTC]","0.0","14.38"
"WorkPlan Feature","Work plan by Panel","FAILURE","2023-03-16T23:23:06.757Z[Etc/UTC]","0.0","14.32"
"WorkPlan Feature","Work plan by Unit","SUCCESS","2023-03-16T23:23:21.109Z[Etc/UTC]","0.0","9.91"
"WorkPlan Feature","Verification","ERROR","2023-03-16T23:23:31.048Z[Etc/UTC]","0.0","72.18"
