"Story","Title","Result","Date","Stability","Duration (s)"
"Add Batch Orders Feature","Add Batch Orders action","ERROR","2023-02-24T12:48:49.413Z[Etc/UTC]","0.0","15.0"
"Add Batch Orders Feature","Batch Order Entry Screen","SUCCESS","2023-02-24T12:49:04.448Z[Etc/UTC]","0.0","13.49"
