"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Panel","FAILURE","2023-03-16T18:22:28.241Z[Etc/UTC]","0.0","13.15"
"WorkPlan Feature","Verification","ERROR","2023-03-16T18:22:51.944Z[Etc/UTC]","0.0","73.45"
