"Story","Title","Result","Date","Stability","Duration (s)"
"Validation","Validation","SUCCESS","2023-03-20T16:57:53.303Z[Etc/UTC]","0.0","90.81"
"Validation","Overall Page","SUCCESS","2023-03-20T16:59:24.156Z[Etc/UTC]","0.0","17.19"
"Validation","Verification","SUCCESS","2023-03-20T16:59:41.391Z[Etc/UTC]","0.0","13.2"
